instance_id,exit_status,api_calls,full_history_tokens,last_prompt_tokens,max_completion_tokens,failed_prompt_tokens,max_context_tokens,effective_context_tokens,traj_path
django__django-16560,LimitsExceeded,135,36931,36584,2048,,131072,38632,unbalance1/django__django-16560/django__django-16560.traj.json
django__django-16569,Submitted,19,7985,6932,2048,,131072,8980,unbalance1/django__django-16569/django__django-16569.traj.json
django__django-16595,Submitted,31,16896,15536,2048,,131072,17584,unbalance1/django__django-16595/django__django-16595.traj.json
django__django-16612,Submitted,26,14079,13833,2048,,131072,15881,unbalance1/django__django-16612/django__django-16612.traj.json
django__django-16631,LimitsExceeded,135,85904,85288,2048,,131072,87336,unbalance1/django__django-16631/django__django-16631.traj.json
django__django-16642,LimitsExceeded,135,42896,42593,2048,,131072,44641,unbalance1/django__django-16642/django__django-16642.traj.json
django__django-16661,LimitsExceeded,135,46653,46556,2048,,131072,48604,unbalance1/django__django-16661/django__django-16661.traj.json
django__django-16662,LimitsExceeded,135,20707,20590,2048,,131072,22638,unbalance1/django__django-16662/django__django-16662.traj.json
django__django-16667,LimitsExceeded,135,43933,43543,2048,,131072,45591,unbalance1/django__django-16667/django__django-16667.traj.json
django__django-16801,LimitsExceeded,135,29772,29647,2048,,131072,31695,unbalance1/django__django-16801/django__django-16801.traj.json
django__django-16819,LimitsExceeded,135,60739,60261,2048,,131072,62309,unbalance1/django__django-16819/django__django-16819.traj.json
django__django-16877,LimitsExceeded,135,46263,45922,2048,,131072,47970,unbalance1/django__django-16877/django__django-16877.traj.json
django__django-16899,ContextLengthExceeded,92,129625,127363,2048,129517,131072,131072,unbalance1/django__django-16899/django__django-16899.traj.json
django__django-16901,LimitsExceeded,135,42378,42198,2048,,131072,44246,unbalance1/django__django-16901/django__django-16901.traj.json
django__django-16938,LimitsExceeded,135,83191,82442,2048,,131072,84490,unbalance1/django__django-16938/django__django-16938.traj.json
django__django-16950,LimitsExceeded,135,66366,65913,2048,,131072,67961,unbalance1/django__django-16950/django__django-16950.traj.json
django__django-17029,Submitted,15,8724,8130,2048,,131072,10178,unbalance1/django__django-17029/django__django-17029.traj.json
django__django-17084,LimitsExceeded,135,28364,28268,2048,,131072,30316,unbalance1/django__django-17084/django__django-17084.traj.json
django__django-17087,LimitsExceeded,135,54679,54353,2048,,131072,56401,unbalance1/django__django-17087/django__django-17087.traj.json
django__django-7530,LimitsExceeded,135,73039,72549,2048,,131072,74597,unbalance1/django__django-7530/django__django-7530.traj.json
django__django-9296,Submitted,9,5775,5059,2048,,131072,7107,unbalance1/django__django-9296/django__django-9296.traj.json
matplotlib__matplotlib-13989,ContextLengthExceeded,55,131453,128883,2048,131374,131072,131072,unbalance1/matplotlib__matplotlib-13989/matplotlib__matplotlib-13989.traj.json
matplotlib__matplotlib-14623,LimitsExceeded,135,29207,28895,2048,,131072,30943,unbalance1/matplotlib__matplotlib-14623/matplotlib__matplotlib-14623.traj.json
matplotlib__matplotlib-20488,Submitted,49,26152,24395,2048,,131072,26443,unbalance1/matplotlib__matplotlib-20488/matplotlib__matplotlib-20488.traj.json
matplotlib__matplotlib-20676,LimitsExceeded,135,61070,60722,2048,,131072,62770,unbalance1/matplotlib__matplotlib-20676/matplotlib__matplotlib-20676.traj.json
matplotlib__matplotlib-20826,LimitsExceeded,135,36487,36354,2048,,131072,38402,unbalance1/matplotlib__matplotlib-20826/matplotlib__matplotlib-20826.traj.json
matplotlib__matplotlib-20859,Submitted,22,5965,5626,2048,,131072,7674,unbalance1/matplotlib__matplotlib-20859/matplotlib__matplotlib-20859.traj.json
matplotlib__matplotlib-21568,LimitsExceeded,135,25015,24848,2048,,131072,26896,unbalance1/matplotlib__matplotlib-21568/matplotlib__matplotlib-21568.traj.json
matplotlib__matplotlib-22719,LimitsExceeded,135,55363,54970,2048,,131072,57018,unbalance1/matplotlib__matplotlib-22719/matplotlib__matplotlib-22719.traj.json
matplotlib__matplotlib-22865,LimitsExceeded,135,106701,106576,2048,,131072,108624,unbalance1/matplotlib__matplotlib-22865/matplotlib__matplotlib-22865.traj.json
matplotlib__matplotlib-22871,Submitted,29,14907,13194,2048,,131072,15242,unbalance1/matplotlib__matplotlib-22871/matplotlib__matplotlib-22871.traj.json
matplotlib__matplotlib-23299,LimitsExceeded,135,19074,18929,2048,,131072,20977,unbalance1/matplotlib__matplotlib-23299/matplotlib__matplotlib-23299.traj.json
matplotlib__matplotlib-23314,Submitted,61,20317,20121,2048,,131072,22169,unbalance1/matplotlib__matplotlib-23314/matplotlib__matplotlib-23314.traj.json
matplotlib__matplotlib-23412,LimitsExceeded,135,19027,18883,2048,,131072,20931,unbalance1/matplotlib__matplotlib-23412/matplotlib__matplotlib-23412.traj.json
matplotlib__matplotlib-23476,ContextLengthExceeded,100,131362,128032,2048,131283,131072,131072,unbalance1/matplotlib__matplotlib-23476/matplotlib__matplotlib-23476.traj.json
matplotlib__matplotlib-24026,ContextLengthExceeded,117,129713,128351,2048,129605,131072,131072,unbalance1/matplotlib__matplotlib-24026/matplotlib__matplotlib-24026.traj.json
matplotlib__matplotlib-24149,Submitted,15,7625,6750,2048,,131072,8798,unbalance1/matplotlib__matplotlib-24149/matplotlib__matplotlib-24149.traj.json
matplotlib__matplotlib-24177,Submitted,44,24658,23049,2048,,131072,25097,unbalance1/matplotlib__matplotlib-24177/matplotlib__matplotlib-24177.traj.json
matplotlib__matplotlib-24570,Submitted,20,8783,7094,2048,,131072,9142,unbalance1/matplotlib__matplotlib-24570/matplotlib__matplotlib-24570.traj.json
matplotlib__matplotlib-24627,ContextLengthExceeded,92,130871,128461,2048,130763,131072,131072,unbalance1/matplotlib__matplotlib-24627/matplotlib__matplotlib-24627.traj.json
matplotlib__matplotlib-24637,LimitsExceeded,135,45470,45078,2048,,131072,47126,unbalance1/matplotlib__matplotlib-24637/matplotlib__matplotlib-24637.traj.json
matplotlib__matplotlib-24870,LimitsExceeded,135,47544,47227,2048,,131072,49275,unbalance1/matplotlib__matplotlib-24870/matplotlib__matplotlib-24870.traj.json
matplotlib__matplotlib-24970,Submitted,21,8231,7637,2048,,131072,9685,unbalance1/matplotlib__matplotlib-24970/matplotlib__matplotlib-24970.traj.json
matplotlib__matplotlib-25122,LimitsExceeded,135,57330,56944,2048,,131072,58992,unbalance1/matplotlib__matplotlib-25122/matplotlib__matplotlib-25122.traj.json
matplotlib__matplotlib-25287,LimitsExceeded,135,48859,48724,2048,,131072,50772,unbalance1/matplotlib__matplotlib-25287/matplotlib__matplotlib-25287.traj.json
matplotlib__matplotlib-25311,ContextLengthExceeded,100,129423,127999,2048,129315,131072,131072,unbalance1/matplotlib__matplotlib-25311/matplotlib__matplotlib-25311.traj.json
matplotlib__matplotlib-25332,LimitsExceeded,135,45445,45150,2048,,131072,47198,unbalance1/matplotlib__matplotlib-25332/matplotlib__matplotlib-25332.traj.json
matplotlib__matplotlib-25479,LimitsExceeded,135,63211,62934,2048,,131072,64982,unbalance1/matplotlib__matplotlib-25479/matplotlib__matplotlib-25479.traj.json
matplotlib__matplotlib-25775,LimitsExceeded,135,81064,80077,2048,,131072,82125,unbalance1/matplotlib__matplotlib-25775/matplotlib__matplotlib-25775.traj.json
matplotlib__matplotlib-25960,LimitsExceeded,135,42925,42750,2048,,131072,44798,unbalance1/matplotlib__matplotlib-25960/matplotlib__matplotlib-25960.traj.json
matplotlib__matplotlib-26113,LimitsExceeded,135,92646,91968,2048,,131072,94016,unbalance1/matplotlib__matplotlib-26113/matplotlib__matplotlib-26113.traj.json
matplotlib__matplotlib-26208,LimitsExceeded,135,31728,31572,2048,,131072,33620,unbalance1/matplotlib__matplotlib-26208/matplotlib__matplotlib-26208.traj.json
matplotlib__matplotlib-26291,ContextLengthExceeded,129,129910,127648,2048,129802,131072,131072,unbalance1/matplotlib__matplotlib-26291/matplotlib__matplotlib-26291.traj.json
matplotlib__matplotlib-26342,LimitsExceeded,135,17389,17233,2048,,131072,19281,unbalance1/matplotlib__matplotlib-26342/matplotlib__matplotlib-26342.traj.json
matplotlib__matplotlib-26466,Submitted,42,16317,15699,2048,,131072,17747,unbalance1/matplotlib__matplotlib-26466/matplotlib__matplotlib-26466.traj.json
mwaskom__seaborn-3069,LimitsExceeded,135,30281,30157,2048,,131072,32205,unbalance1/mwaskom__seaborn-3069/mwaskom__seaborn-3069.traj.json
mwaskom__seaborn-3187,LimitsExceeded,135,49145,48767,2048,,131072,50815,unbalance1/mwaskom__seaborn-3187/mwaskom__seaborn-3187.traj.json
pallets__flask-5014,LimitsExceeded,135,25294,25132,2048,,131072,27180,unbalance1/pallets__flask-5014/pallets__flask-5014.traj.json
psf__requests-1142,LimitsExceeded,135,28033,27880,2048,,131072,29928,unbalance1/psf__requests-1142/psf__requests-1142.traj.json
psf__requests-1724,Submitted,38,16288,15279,2048,,131072,17327,unbalance1/psf__requests-1724/psf__requests-1724.traj.json
psf__requests-1766,LimitsExceeded,135,41254,41109,2048,,131072,43157,unbalance1/psf__requests-1766/psf__requests-1766.traj.json
psf__requests-1921,LimitsExceeded,135,85680,84993,2048,,131072,87041,unbalance1/psf__requests-1921/psf__requests-1921.traj.json
psf__requests-2317,Submitted,31,11010,9933,2048,,131072,11981,unbalance1/psf__requests-2317/psf__requests-2317.traj.json
psf__requests-2931,LimitsExceeded,135,43922,43783,2048,,131072,45831,unbalance1/psf__requests-2931/psf__requests-2931.traj.json
psf__requests-5414,ContextLengthExceeded,87,132358,128800,2048,132279,131072,131072,unbalance1/psf__requests-5414/psf__requests-5414.traj.json
psf__requests-6028,ContextLengthExceeded,74,130143,127881,2048,130035,131072,131072,unbalance1/psf__requests-6028/psf__requests-6028.traj.json
pydata__xarray-2905,LimitsExceeded,135,31966,31799,2048,,131072,33847,unbalance1/pydata__xarray-2905/pydata__xarray-2905.traj.json
pydata__xarray-3095,LimitsExceeded,135,32588,32372,2048,,131072,34420,unbalance1/pydata__xarray-3095/pydata__xarray-3095.traj.json
pydata__xarray-3151,LimitsExceeded,135,38228,38085,2048,,131072,40133,unbalance1/pydata__xarray-3151/pydata__xarray-3151.traj.json
pydata__xarray-3305,ContextLengthExceeded,54,131689,128154,2048,131610,131072,131072,unbalance1/pydata__xarray-3305/pydata__xarray-3305.traj.json
pydata__xarray-3677,LimitsExceeded,135,70876,70321,2048,,131072,72369,unbalance1/pydata__xarray-3677/pydata__xarray-3677.traj.json
pydata__xarray-3993,LimitsExceeded,135,57849,56943,2048,,131072,58991,unbalance1/pydata__xarray-3993/pydata__xarray-3993.traj.json
pydata__xarray-4075,Submitted,25,17921,17051,2048,,131072,19099,unbalance1/pydata__xarray-4075/pydata__xarray-4075.traj.json
pydata__xarray-4094,LimitsExceeded,135,45660,45524,2048,,131072,47572,unbalance1/pydata__xarray-4094/pydata__xarray-4094.traj.json
pydata__xarray-4356,LimitsExceeded,135,23374,23216,2048,,131072,25264,unbalance1/pydata__xarray-4356/pydata__xarray-4356.traj.json
pydata__xarray-4629,Submitted,51,13500,13134,2048,,131072,15182,unbalance1/pydata__xarray-4629/pydata__xarray-4629.traj.json
pydata__xarray-4687,LimitsExceeded,135,84811,84642,2048,,131072,86690,unbalance1/pydata__xarray-4687/pydata__xarray-4687.traj.json
pydata__xarray-4695,ContextLengthExceeded,74,131095,128532,2048,130987,131072,131072,unbalance1/pydata__xarray-4695/pydata__xarray-4695.traj.json
pydata__xarray-4966,LimitsExceeded,135,36453,36301,2048,,131072,38349,unbalance1/pydata__xarray-4966/pydata__xarray-4966.traj.json
pydata__xarray-6461,LimitsExceeded,135,28016,27857,2048,,131072,29905,unbalance1/pydata__xarray-6461/pydata__xarray-6461.traj.json
pydata__xarray-6599,LimitsExceeded,135,51087,50882,2048,,131072,52930,unbalance1/pydata__xarray-6599/pydata__xarray-6599.traj.json
pydata__xarray-6721,Submitted,13,17046,16831,2048,,131072,18879,unbalance1/pydata__xarray-6721/pydata__xarray-6721.traj.json
pydata__xarray-6744,ContextLengthExceeded,54,131726,128747,2048,131647,131072,131072,unbalance1/pydata__xarray-6744/pydata__xarray-6744.traj.json
pydata__xarray-6938,LimitsExceeded,135,108274,107471,2048,,131072,109519,unbalance1/pydata__xarray-6938/pydata__xarray-6938.traj.json
pydata__xarray-6992,Submitted,25,9930,8990,2048,,131072,11038,unbalance1/pydata__xarray-6992/pydata__xarray-6992.traj.json
pydata__xarray-7229,LimitsExceeded,135,102422,102275,2048,,131072,104323,unbalance1/pydata__xarray-7229/pydata__xarray-7229.traj.json
pydata__xarray-7233,ContextLengthExceeded,60,130884,128334,2048,130776,131072,131072,unbalance1/pydata__xarray-7233/pydata__xarray-7233.traj.json
pydata__xarray-7393,LimitsExceeded,135,46885,46745,2048,,131072,48793,unbalance1/pydata__xarray-7393/pydata__xarray-7393.traj.json
pylint-dev__pylint-4551,ContextLengthExceeded,94,130830,128568,2048,130722,131072,131072,unbalance1/pylint-dev__pylint-4551/pylint-dev__pylint-4551.traj.json
pylint-dev__pylint-4604,LimitsExceeded,135,41391,41192,2048,,131072,43240,unbalance1/pylint-dev__pylint-4604/pylint-dev__pylint-4604.traj.json
pylint-dev__pylint-4661,LimitsExceeded,135,69989,69871,2048,,131072,71919,unbalance1/pylint-dev__pylint-4661/pylint-dev__pylint-4661.traj.json
pylint-dev__pylint-4970,LimitsExceeded,135,19587,19450,2048,,131072,21498,unbalance1/pylint-dev__pylint-4970/pylint-dev__pylint-4970.traj.json
pylint-dev__pylint-6386,Submitted,26,18868,17940,2048,,131072,19988,unbalance1/pylint-dev__pylint-6386/pylint-dev__pylint-6386.traj.json
pylint-dev__pylint-6528,ContextLengthExceeded,45,230765,126332,2048,230686,131072,131072,unbalance1/pylint-dev__pylint-6528/pylint-dev__pylint-6528.traj.json
pylint-dev__pylint-6903,Submitted,17,7477,6959,2048,,131072,9007,unbalance1/pylint-dev__pylint-6903/pylint-dev__pylint-6903.traj.json
pylint-dev__pylint-7080,Submitted,39,24824,24216,2048,,131072,26264,unbalance1/pylint-dev__pylint-7080/pylint-dev__pylint-7080.traj.json
pylint-dev__pylint-7277,Submitted,31,28243,26157,2048,,131072,28205,unbalance1/pylint-dev__pylint-7277/pylint-dev__pylint-7277.traj.json
pylint-dev__pylint-8898,LimitsExceeded,135,26695,26555,2048,,131072,28603,unbalance1/pylint-dev__pylint-8898/pylint-dev__pylint-8898.traj.json
pytest-dev__pytest-10051,Submitted,31,11054,11010,2048,,131072,13058,unbalance1/pytest-dev__pytest-10051/pytest-dev__pytest-10051.traj.json
pytest-dev__pytest-10081,LimitsExceeded,135,22125,22013,2048,,131072,24061,unbalance1/pytest-dev__pytest-10081/pytest-dev__pytest-10081.traj.json
pytest-dev__pytest-10356,LimitsExceeded,135,32069,31912,2048,,131072,33960,unbalance1/pytest-dev__pytest-10356/pytest-dev__pytest-10356.traj.json
pytest-dev__pytest-5262,LimitsExceeded,135,58111,57896,2048,,131072,59944,unbalance1/pytest-dev__pytest-5262/pytest-dev__pytest-5262.traj.json
pytest-dev__pytest-5631,LimitsExceeded,135,21568,21390,2048,,131072,23438,unbalance1/pytest-dev__pytest-5631/pytest-dev__pytest-5631.traj.json
pytest-dev__pytest-5787,LimitsExceeded,135,55116,54974,2048,,131072,57022,unbalance1/pytest-dev__pytest-5787/pytest-dev__pytest-5787.traj.json
pytest-dev__pytest-5809,LimitsExceeded,135,60213,59779,2048,,131072,61827,unbalance1/pytest-dev__pytest-5809/pytest-dev__pytest-5809.traj.json
pytest-dev__pytest-5840,LimitsExceeded,135,70170,70031,2048,,131072,72079,unbalance1/pytest-dev__pytest-5840/pytest-dev__pytest-5840.traj.json
pytest-dev__pytest-6197,LimitsExceeded,135,45043,44904,2048,,131072,46952,unbalance1/pytest-dev__pytest-6197/pytest-dev__pytest-6197.traj.json
pytest-dev__pytest-6202,LimitsExceeded,135,35331,35157,2048,,131072,37205,unbalance1/pytest-dev__pytest-6202/pytest-dev__pytest-6202.traj.json
pytest-dev__pytest-7205,LimitsExceeded,135,45771,45563,2048,,131072,47611,unbalance1/pytest-dev__pytest-7205/pytest-dev__pytest-7205.traj.json
pytest-dev__pytest-7236,ContextLengthExceeded,122,130534,128272,2048,130426,131072,131072,unbalance1/pytest-dev__pytest-7236/pytest-dev__pytest-7236.traj.json
pytest-dev__pytest-7324,ContextLengthExceeded,130,131065,128803,2048,130957,131072,131072,unbalance1/pytest-dev__pytest-7324/pytest-dev__pytest-7324.traj.json
pytest-dev__pytest-7432,LimitsExceeded,135,29254,29097,2048,,131072,31145,unbalance1/pytest-dev__pytest-7432/pytest-dev__pytest-7432.traj.json
pytest-dev__pytest-7490,LimitsExceeded,135,42393,42246,2048,,131072,44294,unbalance1/pytest-dev__pytest-7490/pytest-dev__pytest-7490.traj.json
pytest-dev__pytest-7521,ContextLengthExceeded,80,131581,128955,2048,131502,131072,131072,unbalance1/pytest-dev__pytest-7521/pytest-dev__pytest-7521.traj.json
pytest-dev__pytest-7571,Submitted,33,13742,13112,2048,,131072,15160,unbalance1/pytest-dev__pytest-7571/pytest-dev__pytest-7571.traj.json
pytest-dev__pytest-7982,Submitted,10,8728,8386,2048,,131072,10434,unbalance1/pytest-dev__pytest-7982/pytest-dev__pytest-7982.traj.json
pytest-dev__pytest-8399,Submitted,50,35242,34257,2048,,131072,36305,unbalance1/pytest-dev__pytest-8399/pytest-dev__pytest-8399.traj.json
scikit-learn__scikit-learn-10297,LimitsExceeded,135,32169,31970,2048,,131072,34018,unbalance1/scikit-learn__scikit-learn-10297/scikit-learn__scikit-learn-10297.traj.json
scikit-learn__scikit-learn-10844,Submitted,21,7048,5853,2048,,131072,7901,unbalance1/scikit-learn__scikit-learn-10844/scikit-learn__scikit-learn-10844.traj.json
scikit-learn__scikit-learn-10908,LimitsExceeded,135,44196,43844,2048,,131072,45892,unbalance1/scikit-learn__scikit-learn-10908/scikit-learn__scikit-learn-10908.traj.json
scikit-learn__scikit-learn-11310,LimitsExceeded,135,32831,32668,2048,,131072,34716,unbalance1/scikit-learn__scikit-learn-11310/scikit-learn__scikit-learn-11310.traj.json
scikit-learn__scikit-learn-11578,ContextLengthExceeded,132,129475,128346,2048,129367,131072,131072,unbalance1/scikit-learn__scikit-learn-11578/scikit-learn__scikit-learn-11578.traj.json
scikit-learn__scikit-learn-12585,ContextLengthExceeded,85,129194,126932,2048,129086,131072,131072,unbalance1/scikit-learn__scikit-learn-12585/scikit-learn__scikit-learn-12585.traj.json
scikit-learn__scikit-learn-12682,Submitted,25,13756,11989,2048,,131072,14037,unbalance1/scikit-learn__scikit-learn-12682/scikit-learn__scikit-learn-12682.traj.json
scikit-learn__scikit-learn-12973,LimitsExceeded,135,30300,30109,2048,,131072,32157,unbalance1/scikit-learn__scikit-learn-12973/scikit-learn__scikit-learn-12973.traj.json
scikit-learn__scikit-learn-13124,LimitsExceeded,135,51617,51459,2048,,131072,53507,unbalance1/scikit-learn__scikit-learn-13124/scikit-learn__scikit-learn-13124.traj.json
scikit-learn__scikit-learn-13135,Submitted,12,12670,11827,2048,,131072,13875,unbalance1/scikit-learn__scikit-learn-13135/scikit-learn__scikit-learn-13135.traj.json
scikit-learn__scikit-learn-13142,LimitsExceeded,135,124523,122963,2048,,131072,125011,unbalance1/scikit-learn__scikit-learn-13142/scikit-learn__scikit-learn-13142.traj.json
scikit-learn__scikit-learn-13328,Submitted,21,10623,10239,2048,,131072,12287,unbalance1/scikit-learn__scikit-learn-13328/scikit-learn__scikit-learn-13328.traj.json
scikit-learn__scikit-learn-13439,LimitsExceeded,135,91833,91633,2048,,131072,93681,unbalance1/scikit-learn__scikit-learn-13439/scikit-learn__scikit-learn-13439.traj.json
scikit-learn__scikit-learn-13496,ContextLengthExceeded,109,130125,128563,2048,130017,131072,131072,unbalance1/scikit-learn__scikit-learn-13496/scikit-learn__scikit-learn-13496.traj.json
scikit-learn__scikit-learn-13779,LimitsExceeded,135,70838,70324,2048,,131072,72372,unbalance1/scikit-learn__scikit-learn-13779/scikit-learn__scikit-learn-13779.traj.json
scikit-learn__scikit-learn-14053,Submitted,26,21706,20740,2048,,131072,22788,unbalance1/scikit-learn__scikit-learn-14053/scikit-learn__scikit-learn-14053.traj.json
scikit-learn__scikit-learn-14087,LimitsExceeded,135,36052,35905,2048,,131072,37953,unbalance1/scikit-learn__scikit-learn-14087/scikit-learn__scikit-learn-14087.traj.json
scikit-learn__scikit-learn-14141,Submitted,16,9277,8980,2048,,131072,11028,unbalance1/scikit-learn__scikit-learn-14141/scikit-learn__scikit-learn-14141.traj.json
scikit-learn__scikit-learn-14496,Submitted,16,10291,9539,2048,,131072,11587,unbalance1/scikit-learn__scikit-learn-14496/scikit-learn__scikit-learn-14496.traj.json
scikit-learn__scikit-learn-14629,LimitsExceeded,135,38428,38158,2048,,131072,40206,unbalance1/scikit-learn__scikit-learn-14629/scikit-learn__scikit-learn-14629.traj.json
scikit-learn__scikit-learn-14710,LimitsExceeded,135,59545,59135,2048,,131072,61183,unbalance1/scikit-learn__scikit-learn-14710/scikit-learn__scikit-learn-14710.traj.json
scikit-learn__scikit-learn-14894,LimitsExceeded,135,95761,95511,2048,,131072,97559,unbalance1/scikit-learn__scikit-learn-14894/scikit-learn__scikit-learn-14894.traj.json
scikit-learn__scikit-learn-14983,LimitsExceeded,135,26699,26530,2048,,131072,28578,unbalance1/scikit-learn__scikit-learn-14983/scikit-learn__scikit-learn-14983.traj.json
scikit-learn__scikit-learn-15100,LimitsExceeded,135,36694,36427,2048,,131072,38475,unbalance1/scikit-learn__scikit-learn-15100/scikit-learn__scikit-learn-15100.traj.json
scikit-learn__scikit-learn-25102,LimitsExceeded,135,93041,90885,2048,,131072,92933,unbalance1/scikit-learn__scikit-learn-25102/scikit-learn__scikit-learn-25102.traj.json
scikit-learn__scikit-learn-25232,LimitsExceeded,135,42332,42173,2048,,131072,44221,unbalance1/scikit-learn__scikit-learn-25232/scikit-learn__scikit-learn-25232.traj.json
scikit-learn__scikit-learn-25747,LimitsExceeded,135,56882,56517,2048,,131072,58565,unbalance1/scikit-learn__scikit-learn-25747/scikit-learn__scikit-learn-25747.traj.json
scikit-learn__scikit-learn-25931,LimitsExceeded,135,55342,55181,2048,,131072,57229,unbalance1/scikit-learn__scikit-learn-25931/scikit-learn__scikit-learn-25931.traj.json
scikit-learn__scikit-learn-25973,LimitsExceeded,135,55462,55301,2048,,131072,57349,unbalance1/scikit-learn__scikit-learn-25973/scikit-learn__scikit-learn-25973.traj.json
scikit-learn__scikit-learn-26194,Submitted,28,10167,8642,2048,,131072,10690,unbalance1/scikit-learn__scikit-learn-26194/scikit-learn__scikit-learn-26194.traj.json
scikit-learn__scikit-learn-26323,LimitsExceeded,135,51403,51115,2048,,131072,53163,unbalance1/scikit-learn__scikit-learn-26323/scikit-learn__scikit-learn-26323.traj.json
scikit-learn__scikit-learn-9288,LimitsExceeded,135,72425,72096,2048,,131072,74144,unbalance1/scikit-learn__scikit-learn-9288/scikit-learn__scikit-learn-9288.traj.json
sphinx-doc__sphinx-10323,LimitsExceeded,135,37584,37448,2048,,131072,39496,unbalance1/sphinx-doc__sphinx-10323/sphinx-doc__sphinx-10323.traj.json
sphinx-doc__sphinx-10435,LimitsExceeded,135,33664,33518,2048,,131072,35566,unbalance1/sphinx-doc__sphinx-10435/sphinx-doc__sphinx-10435.traj.json
sphinx-doc__sphinx-10449,LimitsExceeded,135,28727,28578,2048,,131072,30626,unbalance1/sphinx-doc__sphinx-10449/sphinx-doc__sphinx-10449.traj.json
sphinx-doc__sphinx-10466,LimitsExceeded,135,100032,99778,2048,,131072,101826,unbalance1/sphinx-doc__sphinx-10466/sphinx-doc__sphinx-10466.traj.json
sphinx-doc__sphinx-10614,LimitsExceeded,135,32531,32388,2048,,131072,34436,unbalance1/sphinx-doc__sphinx-10614/sphinx-doc__sphinx-10614.traj.json
sphinx-doc__sphinx-10673,LimitsExceeded,135,67768,67349,2048,,131072,69397,unbalance1/sphinx-doc__sphinx-10673/sphinx-doc__sphinx-10673.traj.json
sphinx-doc__sphinx-11445,LimitsExceeded,135,60132,59975,2048,,131072,62023,unbalance1/sphinx-doc__sphinx-11445/sphinx-doc__sphinx-11445.traj.json
sphinx-doc__sphinx-11510,LimitsExceeded,135,50805,50636,2048,,131072,52684,unbalance1/sphinx-doc__sphinx-11510/sphinx-doc__sphinx-11510.traj.json
sphinx-doc__sphinx-7440,LimitsExceeded,135,21763,21541,2048,,131072,23589,unbalance1/sphinx-doc__sphinx-7440/sphinx-doc__sphinx-7440.traj.json
sphinx-doc__sphinx-7454,ContextLengthExceeded,62,130174,127780,2048,130066,131072,131072,unbalance1/sphinx-doc__sphinx-7454/sphinx-doc__sphinx-7454.traj.json
sphinx-doc__sphinx-7462,LimitsExceeded,135,47057,46674,2048,,131072,48722,unbalance1/sphinx-doc__sphinx-7462/sphinx-doc__sphinx-7462.traj.json
sphinx-doc__sphinx-7590,LimitsExceeded,135,56891,56479,2048,,131072,58527,unbalance1/sphinx-doc__sphinx-7590/sphinx-doc__sphinx-7590.traj.json
sphinx-doc__sphinx-7748,LimitsExceeded,135,70108,69621,2048,,131072,71669,unbalance1/sphinx-doc__sphinx-7748/sphinx-doc__sphinx-7748.traj.json
sphinx-doc__sphinx-7757,LimitsExceeded,135,31290,31108,2048,,131072,33156,unbalance1/sphinx-doc__sphinx-7757/sphinx-doc__sphinx-7757.traj.json
sphinx-doc__sphinx-7889,LimitsExceeded,135,92251,92023,2048,,131072,94071,unbalance1/sphinx-doc__sphinx-7889/sphinx-doc__sphinx-7889.traj.json
sphinx-doc__sphinx-7910,LimitsExceeded,135,54813,54648,2048,,131072,56696,unbalance1/sphinx-doc__sphinx-7910/sphinx-doc__sphinx-7910.traj.json
sphinx-doc__sphinx-7985,LimitsExceeded,135,40828,40568,2048,,131072,42616,unbalance1/sphinx-doc__sphinx-7985/sphinx-doc__sphinx-7985.traj.json
sphinx-doc__sphinx-8035,Submitted,30,43475,21997,2048,,131072,24045,unbalance1/sphinx-doc__sphinx-8035/sphinx-doc__sphinx-8035.traj.json
sphinx-doc__sphinx-8056,LimitsExceeded,135,45812,45654,2048,,131072,47702,unbalance1/sphinx-doc__sphinx-8056/sphinx-doc__sphinx-8056.traj.json
sphinx-doc__sphinx-8120,LimitsExceeded,135,41950,41792,2048,,131072,43840,unbalance1/sphinx-doc__sphinx-8120/sphinx-doc__sphinx-8120.traj.json
sphinx-doc__sphinx-8265,LimitsExceeded,135,49494,49338,2048,,131072,51386,unbalance1/sphinx-doc__sphinx-8265/sphinx-doc__sphinx-8265.traj.json
sphinx-doc__sphinx-8269,Submitted,43,34722,33043,2048,,131072,35091,unbalance1/sphinx-doc__sphinx-8269/sphinx-doc__sphinx-8269.traj.json
sphinx-doc__sphinx-8459,LimitsExceeded,135,36266,36118,2048,,131072,38166,unbalance1/sphinx-doc__sphinx-8459/sphinx-doc__sphinx-8459.traj.json
sphinx-doc__sphinx-8475,LimitsExceeded,135,57101,56608,2048,,131072,58656,unbalance1/sphinx-doc__sphinx-8475/sphinx-doc__sphinx-8475.traj.json
sphinx-doc__sphinx-8548,LimitsExceeded,135,57344,57202,2048,,131072,59250,unbalance1/sphinx-doc__sphinx-8548/sphinx-doc__sphinx-8548.traj.json
sphinx-doc__sphinx-8551,LimitsExceeded,135,22618,22483,2048,,131072,24531,unbalance1/sphinx-doc__sphinx-8551/sphinx-doc__sphinx-8551.traj.json
sphinx-doc__sphinx-8593,LimitsExceeded,135,42812,42669,2048,,131072,44717,unbalance1/sphinx-doc__sphinx-8593/sphinx-doc__sphinx-8593.traj.json
sphinx-doc__sphinx-8595,LimitsExceeded,135,42844,42636,2048,,131072,44684,unbalance1/sphinx-doc__sphinx-8595/sphinx-doc__sphinx-8595.traj.json
